Artist Name,Spotify ID,Spotify URL,Market
The Indian Choral Ensemble,4Rp2Fp4kllqWQWZLbEZgm3,https://open.spotify.com/artist/4Rp2Fp4kllqWQWZLbEZgm3,IN
Aditya Rikhari,3ozYqVCLohfpXIhalkhM8D,https://open.spotify.com/artist/3ozYqVCLohfpXIhalkhM8D,IN
Indie,3lUySVXDie8nAZIWmNSbTH,https://open.spotify.com/artist/3lUySVXDie8nAZIWmNSbTH,IN
Karun,7FvX2e6CgYllzgZ9uempWF,https://open.spotify.com/artist/7FvX2e6CgYllzgZ9uempWF,IN
Sheheryar Rehan,4uulqSsU6e7BdsYYos6kfS,https://open.spotify.com/artist/4uulqSsU6e7BdsYYos6kfS,IN
wolf.cryman,43CbNTpTFxvw0F9UxMZVTO,https://open.spotify.com/artist/43CbNTpTFxvw0F9UxMZVTO,IN
Annural Khalid,1nCZUpBIcyOxufOx0lPeIW,https://open.spotify.com/artist/1nCZUpBIcyOxufOx0lPeIW,IN
slow hindi,6GNJbnkDNRE93iN27ek2n5,https://open.spotify.com/artist/6GNJbnkDNRE93iN27ek2n5,IN
AtharvaMusic,689wgdJ8FExzGjaiehjfTS,https://open.spotify.com/artist/689wgdJ8FExzGjaiehjfTS,IN
Maanu,3scNK8e4mqnP6Rb8a3lwZY,https://open.spotify.com/artist/3scNK8e4mqnP6Rb8a3lwZY,IN
The Rish,0Eb38FY9vOjiRA10iXPGHI,https://open.spotify.com/artist/0Eb38FY9vOjiRA10iXPGHI,IN
Pratik Gangavane,6eBkw5IL6oFehkMupSVa0S,https://open.spotify.com/artist/6eBkw5IL6oFehkMupSVa0S,IN
KR$NA,5C1S9XwxMuuCciutwMhp5t,https://open.spotify.com/artist/5C1S9XwxMuuCciutwMhp5t,IN
Seedhe Maut,2oBG74gAocPMFv6Ij9ykdo,https://open.spotify.com/artist/2oBG74gAocPMFv6Ij9ykdo,IN
Emiway Bantai,008PpLcKUtVXle6JSwkq3I,https://open.spotify.com/artist/008PpLcKUtVXle6JSwkq3I,IN
